#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 974: Waterhole, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Waterhole (974) 
# Washington  SNOTEL Site - 5010 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 23, 2021 8:15:07 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2009-12-22,19.1,38.8,25,17,21,0.10
2009-12-23,19.2,38.9,29,18,24,0.00
2009-12-24,19.3,38.9,33,22,28,0.00
2009-12-25,19.3,38.9,45,29,36,0.00
2009-12-26,19.2,38.9,40,25,33,0.00
2009-12-27,19.2,38.9,35,23,27,0.00
2009-12-28,18.9,38.9,33,24,28,0.00
2009-12-29,18.5,38.9,30,20,25,0.00
2009-12-30,18.2,38.9,31,24,27,0.00
2009-12-31,18.2,38.9,36,24,30,0.20
2010-01-01,18.3,39.1,33,30,31,1.00
2010-01-02,20.8,40.1,31,21,28,1.00
2010-01-03,21.0,41.1,32,20,28,0.10
2010-01-04,20.9,41.2,38,32,34,0.60
2010-01-05,20.9,41.8,41,33,36,0.10
2010-01-06,20.9,41.9,40,32,36,0.00
2010-01-07,21.0,41.9,41,33,37,0.00
2010-01-08,20.9,41.9,41,34,38,0.70
2010-01-09,19.2,42.6,38,33,35,0.00
2010-01-10,20.0,42.6,39,34,37,0.40
2010-01-11,20.3,43.0,38,35,36,4.50
2010-01-12,20.5,47.5,35,32,33,0.90
2010-01-13,20.4,48.4,36,31,33,0.60
2010-01-14,20.7,49.0,32,28,31,1.00
2010-01-15,22.2,50.0,32,18,29,1.40
2010-01-16,23.8,51.4,31,16,24,0.00
2010-01-17,23.7,51.4,32,29,31,0.80
2010-01-18,24.7,52.2,32,27,29,1.10
2010-01-19,26.2,53.3,32,28,31,0.20
2010-01-20,26.4,53.5,32,27,29,0.20
2010-01-21,26.7,53.7,31,25,28,0.00
2010-01-22,26.9,53.7,33,24,27,0.00
2010-01-23,27.1,53.7,30,23,26,0.00
2010-01-24,27.2,53.7,32,22,28,0.10
2010-01-25,27.5,53.8,32,24,29,0.60
2010-01-26,28.3,54.4,32,21,26,0.00
2010-01-27,28.2,54.4,29,18,24,0.00
2010-01-28,28.3,54.4,34,26,30,0.00
2010-01-29,28.4,54.4,35,29,32,0.00
2010-01-30,28.5,54.4,34,30,32,0.30
2010-01-31,29.0,54.7,34,26,29,0.10
2010-02-01,29.3,54.8,32,25,29,0.00
2010-02-02,29.9,54.8,34,27,30,0.00
2010-02-03,29.9,54.8,34,26,29,0.00
2010-02-04,30.1,54.8,35,26,31,0.00
2010-02-05,30.2,54.8,34,28,31,0.00
2010-02-06,30.4,54.8,37,28,32,0.00
2010-02-07,30.5,54.8,35,29,31,0.10
2010-02-08,30.8,54.9,33,22,27,0.10
2010-02-09,30.8,55.0,34,19,25,0.00
2010-02-10,30.9,55.0,31,26,28,0.00
2010-02-11,31.3,55.0,35,30,33,0.50
2010-02-12,31.6,55.5,31,26,29,0.60
2010-02-13,32.5,56.1,35,27,31,1.00
2010-02-14,33.2,57.1,35,24,31,0.50
2010-02-15,33.2,57.6,34,23,28,0.00
2010-02-16,33.4,57.6,35,25,31,0.40
2010-02-17,33.8,58.0,31,21,25,0.10
2010-02-18,33.6,58.1,37,23,28,0.10
2010-02-19,33.3,58.2,37,24,28,0.00
2010-02-20,33.3,58.2,36,24,29,0.00
2010-02-21,33.3,58.2,36,21,27,0.00
2010-02-22,33.2,58.2,44,24,31,0.00
2010-02-23,33.2,58.2,34,29,31,0.10
2010-02-24,33.7,58.3,33,27,30,0.10
2010-02-25,33.9,58.4,35,27,29,0.20
2010-02-26,34.2,58.6,37,30,33,0.30
2010-02-27,34.5,58.9,35,29,32,0.00
2010-02-28,34.5,58.9,40,26,31,0.00
2010-03-01,34.5,58.9,42,32,36,0.10
2010-03-02,34.7,59.0,37,30,33,0.00
2010-03-03,34.9,59.0,41,25,30,0.10
2010-03-04,34.9,59.1,36,19,27,0.00
2010-03-05,34.6,59.1,38,26,29,0.10
2010-03-06,34.8,59.2,46,25,33,0.00
2010-03-07,34.7,59.2,35,22,31,0.10
2010-03-08,34.7,59.3,23,14,18,0.00
2010-03-09,34.9,59.3,26,11,20,0.00
2010-03-10,34.6,59.3,30,20,23,0.20
2010-03-11,34.6,59.5,29,23,26,1.20
2010-03-12,35.6,60.7,30,20,24,1.10
2010-03-13,36.6,61.8,31,19,23,0.10
2010-03-14,36.4,61.9,33,21,27,0.00
2010-03-15,36.4,61.9,46,32,37,0.00
2010-03-16,36.2,61.9,39,26,32,0.80
2010-03-17,36.9,62.7,33,18,25,0.30
2010-03-18,36.5,63.0,35,16,24,0.00
2010-03-19,36.2,63.0,42,19,30,0.00
2010-03-20,36.1,63.0,46,32,38,0.00
2010-03-21,36.1,63.0,34,27,31,0.20
2010-03-22,36.2,63.2,36,22,28,0.10
2010-03-23,36.0,63.3,43,24,31,0.00
2010-03-24,35.8,63.3,50,30,39,0.00
2010-03-25,35.7,63.3,38,28,32,0.50
2010-03-26,36.0,63.8,36,24,28,0.10
2010-03-27,36.1,63.9,44,24,35,0.10
2010-03-28,36.4,64.0,32,28,30,0.80
2010-03-29,38.3,64.8,30,21,26,2.30
2010-03-30,41.3,67.1,31,18,25,0.60
2010-03-31,41.6,67.7,31,15,23,0.10
2010-04-01,42.0,67.8,31,17,24,0.00
2010-04-02,42.3,67.8,26,23,25,1.60
2010-04-03,45.1,69.4,30,20,24,1.10
2010-04-04,46.0,70.5,32,21,26,0.00
2010-04-05,46.3,70.5,33,21,26,0.30
2010-04-06,46.8,70.8,33,22,27,0.10
2010-04-07,47.1,70.9,33,25,29,0.40
2010-04-08,48.2,71.3,30,18,22,1.20
2010-04-09,49.4,72.5,32,15,23,0.10
2010-04-10,49.6,72.6,30,14,22,0.00
2010-04-11,49.7,72.6,37,24,29,0.00
2010-04-12,49.8,72.6,37,18,26,0.00
2010-04-13,49.9,72.6,31,19,25,0.20
2010-04-14,50.2,72.8,31,18,25,0.10
2010-04-15,50.3,72.9,28,17,22,0.00
2010-04-16,50.4,72.9,40,20,29,0.00
2010-04-17,50.3,72.9,36,29,33,0.40
2010-04-18,50.1,73.3,47,30,39,0.00
2010-04-19,50.0,73.3,53,33,43,0.30
2010-04-20,49.9,73.6,40,32,36,0.40
2010-04-21,49.6,74.0,44,27,33,0.10
2010-04-22,49.3,74.1,47,26,35,0.10
2010-04-23,49.3,74.2,43,23,31,0.10
2010-04-24,49.3,74.3,37,24,29,0.00
2010-04-25,49.4,74.3,44,23,33,0.00
2010-04-26,49.6,74.3,45,32,37,0.30
2010-04-27,50.0,74.6,37,26,31,0.40
2010-04-28,50.4,75.0,37,24,30,0.10
2010-04-29,50.5,75.1,42,24,31,0.10
2010-04-30,50.6,75.2,44,25,33,0.10
2010-05-01,50.6,75.3,44,27,33,0.00
2010-05-02,50.4,75.3,35,25,30,0.30
2010-05-03,51.2,75.6,32,21,27,1.40
2010-05-04,52.8,77.0,33,16,25,0.40
2010-05-05,53.3,77.4,33,15,25,0.00
2010-05-06,53.3,77.4,36,22,29,0.20
2010-05-07,53.6,77.6,41,24,31,0.00
2010-05-08,53.8,77.6,43,23,32,0.00
2010-05-09,54.0,77.6,46,24,35,0.00
2010-05-10,53.8,77.6,41,30,34,0.30
2010-05-11,54.0,77.9,52,29,39,0.00
2010-05-12,53.7,77.9,47,31,38,0.00
2010-05-13,53.4,77.9,53,30,41,0.00
2010-05-14,52.7,77.9,54,35,43,0.00
2010-05-15,52.1,77.9,56,33,43,0.10
2010-05-16,51.2,78.0,55,36,44,0.00
2010-05-17,50.3,78.0,55,37,44,0.00
2010-05-18,49.8,78.0,43,33,38,0.20
2010-05-19,48.9,78.2,47,28,35,0.60
2010-05-20,49.0,78.8,33,26,29,0.80
2010-05-21,50.0,79.6,34,25,29,0.20
2010-05-22,50.2,79.8,42,24,31,0.10
2010-05-23,50.0,79.9,39,28,32,0.30
2010-05-24,50.1,80.2,42,27,34,0.00
2010-05-25,50.0,80.2,42,33,36,0.20
2010-05-26,49.7,80.4,42,34,36,0.50
2010-05-27,49.5,80.9,42,33,37,0.00
2010-05-28,49.0,80.9,37,32,35,0.50
2010-05-29,48.8,81.4,38,30,35,0.00
2010-05-30,48.6,81.4,45,28,37,0.00
2010-05-31,48.0,81.4,50,33,40,0.10
2010-06-01,46.9,81.5,45,32,38,0.00
2010-06-02,46.3,81.5,45,30,38,0.30
2010-06-03,44.9,81.8,42,28,34,0.00
2010-06-04,44.6,81.8,42,31,35,0.20
2010-06-05,43.9,82.0,46,31,38,0.00
2010-06-06,43.1,82.0,44,36,40,0.00
2010-06-07,42.4,82.0,48,34,39,0.10
2010-06-08,41.3,82.1,49,33,40,0.20
2010-06-09,40.7,82.3,45,33,38,0.00
2010-06-10,39.6,82.3,42,31,37,0.00
2010-06-11,38.9,82.3,48,35,40,0.10
2010-06-12,38.2,82.4,61,35,49,0.00
2010-06-13,37.1,82.4,54,31,45,0.00
2010-06-14,36.0,82.4,48,28,37,0.00
2010-06-15,35.0,82.4,42,29,34,0.00
2010-06-16,34.2,82.4,51,32,40,0.00
2010-06-17,34.1,82.4,46,31,38,0.10
2010-06-18,32.6,82.5,50,33,39,0.00
2010-06-19,32.0,82.5,53,36,43,0.00
2010-06-20,31.2,82.5,54,38,46,0.00
2010-06-21,29.4,82.5,54,35,42,0.00
2010-06-22,28.0,82.5,56,35,46,0.00
2010-06-23,26.1,82.5,61,41,50,0.00
2010-06-24,23.5,82.5,59,41,49,0.00
2010-06-25,20.7,82.5,62,39,50,0.00
2010-06-26,18.3,82.5,59,36,49,0.00
2010-06-27,15.9,82.5,54,42,47,0.00
2010-06-28,13.8,82.5,54,36,45,0.00
2010-06-29,11.4,82.5,43,30,36,0.00
2010-06-30,10.5,82.5,42,28,36,0.00
2010-07-01,9.9,82.5,43,35,38,0.10
2010-07-02,9.1,82.6,50,35,41,0.00
2010-07-03,7.5,82.6,52,31,41,0.00
2010-07-04,5.7,82.6,54,35,43,0.00
2010-07-05,3.2,82.6,50,33,40,0.00
2010-07-06,1.7,82.6,64,36,50,0.00
2010-07-07,0.9,82.6,70,46,59,0.00
2010-07-08,0.4,82.6,75,54,64,0.00
2010-07-09,0.0,82.6,75,54,64,0.00
2010-07-10,0.0,82.6,70,51,59,0.00
2010-07-11,0.0,82.6,71,47,59,0.00
2010-07-12,0.0,82.6,,,,0.00
2010-07-13,0.0,82.6,,,,0.00
2010-07-14,0.0,82.6,,7,13,0.00
2010-07-15,0.0,82.6,65,45,54,0.00
2010-07-16,0.0,82.6,59,42,50,0.00
2010-07-17,0.0,82.6,60,42,50,0.00
2010-07-18,0.0,82.6,61,42,50,0.00
2010-07-19,0.0,82.6,60,43,52,0.00
2010-07-20,0.0,82.6,62,46,53,0.00
2010-07-21,0.0,82.6,67,46,56,0.00
2010-07-22,0.0,82.6,63,43,52,0.00
2010-07-23,0.0,82.6,63,42,52,0.00
2010-07-24,0.0,82.6,67,47,58,0.00
2010-07-25,0.0,82.6,66,49,57,0.00
2010-07-26,0.0,82.6,68,49,58,0.00
2010-07-27,0.0,82.6,67,51,59,0.00
2010-07-28,0.0,82.6,69,49,58,0.00
2010-07-29,0.0,82.6,62,47,54,0.00
2010-07-30,0.0,82.6,63,46,54,0.00
2010-07-31,0.0,82.6,62,47,53,0.00
2010-08-01,0.0,82.6,63,46,54,0.00
2010-08-02,0.0,82.6,61,46,53,0.00
2010-08-03,0.0,82.6,61,47,53,0.00
2010-08-04,0.0,82.6,68,47,56,0.00
2010-08-05,0.0,82.6,69,50,59,0.00
2010-08-06,0.0,82.6,68,48,57,0.00
2010-08-07,0.0,82.6,54,48,51,0.00
2010-08-08,0.0,82.6,58,44,49,0.00
2010-08-09,0.0,82.6,55,42,47,0.00
2010-08-10,0.0,82.6,56,40,47,0.00
2010-08-11,0.0,82.6,63,42,52,0.00
2010-08-12,0.0,82.6,64,46,54,0.40
2010-08-13,0.0,83.0,66,48,57,0.00
2010-08-14,0.0,83.0,72,51,61,0.00
2010-08-15,0.0,83.0,74,52,62,0.00
2010-08-16,0.0,83.0,76,54,64,0.10
2010-08-17,0.0,83.1,72,53,62,0.00
2010-08-18,0.0,83.1,64,48,56,0.00
2010-08-19,0.0,83.1,60,39,50,0.00
2010-08-20,0.0,83.1,56,36,46,0.00
2010-08-21,0.0,83.1,53,38,45,0.00
2010-08-22,0.0,83.1,53,36,43,0.00
2010-08-23,0.0,83.1,59,35,46,0.00
2010-08-24,0.0,83.1,69,49,59,0.00
2010-08-25,0.0,83.1,69,51,59,0.00
2010-08-26,0.0,83.1,53,39,45,0.00
2010-08-27,0.0,83.1,50,35,41,0.00
2010-08-28,0.0,83.1,52,36,42,0.00
2010-08-29,0.0,83.1,49,35,41,0.00
2010-08-30,0.0,83.1,51,36,43,0.00
2010-08-31,0.0,83.1,48,40,43,0.30
2010-09-01,0.0,83.4,55,38,45,0.00
2010-09-02,0.0,83.4,64,40,52,0.00
2010-09-03,0.0,83.4,66,44,55,0.00
2010-09-04,0.0,83.4,54,35,44,0.00
2010-09-05,0.0,83.4,48,36,41,0.00
2010-09-06,0.0,83.4,47,38,43,0.20
2010-09-07,0.0,83.6,45,40,42,0.30
2010-09-08,0.0,83.9,50,39,43,0.10
2010-09-09,0.0,84.0,53,37,43,0.00
2010-09-10,0.0,84.0,46,38,41,0.00
2010-09-11,0.0,84.0,50,33,42,0.00
2010-09-12,0.0,84.0,49,45,47,0.00
2010-09-13,0.0,84.0,56,42,47,0.00
2010-09-14,0.0,84.0,56,41,49,0.00
2010-09-15,0.0,84.0,54,44,47,0.00
2010-09-16,0.0,84.0,51,41,47,0.10
2010-09-17,0.0,84.1,52,46,49,0.10
2010-09-18,0.0,84.2,56,45,49,0.20
2010-09-19,0.0,84.4,50,42,45,0.30
2010-09-20,0.0,84.7,44,34,41,0.30
2010-09-21,0.0,85.0,44,33,38,0.00
2010-09-22,0.0,85.0,50,33,40,0.00
2010-09-23,0.0,85.0,44,36,40,0.20
2010-09-24,0.0,85.2,49,37,44,0.00
2010-09-25,0.0,85.2,57,47,51,0.30
2010-09-26,0.0,85.5,54,47,49,0.50
2010-09-27,0.0,86.0,55,47,52,0.00
2010-09-28,0.0,86.0,54,40,49,0.20
2010-09-29,0.0,86.2,59,34,46,0.00
2010-09-30,0.0,86.2,65,44,53,0.00
2010-10-01,0.0,0.0,64,46,54,0.00
2010-10-02,0.0,0.0,55,41,47,0.00
2010-10-03,0.0,0.0,46,39,42,0.00
2010-10-04,0.0,0.0,43,32,38,0.00
2010-10-05,0.0,0.0,51,30,40,0.00
2010-10-06,0.0,0.0,63,42,51,0.00
2010-10-07,0.0,0.0,53,41,47,0.00
2010-10-08,0.0,0.0,48,40,43,0.40
2010-10-09,0.0,0.4,49,43,46,0.50
2010-10-10,0.0,0.9,49,31,39,0.60
2010-10-11,0.0,1.5,41,29,35,0.00
2010-10-12,0.0,1.5,51,34,42,0.00
2010-10-13,0.0,1.5,63,41,50,0.00
2010-10-14,0.0,1.5,50,30,41,0.00
2010-10-15,0.0,1.5,37,28,31,0.00
2010-10-16,0.0,1.5,42,29,33,0.00
2010-10-17,0.0,1.5,45,29,35,0.00
2010-10-18,0.0,1.5,48,36,42,0.00
2010-10-19,0.0,1.5,55,37,45,0.00
2010-10-20,0.0,1.5,59,43,48,0.00
2010-10-21,0.0,1.5,53,39,44,0.10
2010-10-22,0.0,1.6,40,35,37,0.10
2010-10-23,0.0,1.7,42,33,36,0.80
2010-10-24,0.0,2.5,37,32,33,1.00
2010-10-25,0.7,3.5,34,30,32,1.70
2010-10-26,2.9,5.2,35,30,33,0.70
2010-10-27,3.2,5.9,36,31,33,0.10
2010-10-28,3.1,6.0,37,33,35,0.10
2010-10-29,3.2,6.1,41,32,35,0.00
2010-10-30,3.1,6.1,39,33,35,0.40
2010-10-31,3.3,6.5,35,29,33,0.10
2010-11-01,3.3,6.6,40,34,37,1.70
2010-11-02,3.0,8.3,42,32,36,0.10
2010-11-03,2.9,8.4,56,41,47,0.00
2010-11-04,2.9,8.4,53,41,47,0.00
2010-11-05,2.5,8.4,44,36,40,0.00
2010-11-06,2.1,8.4,42,34,37,0.80
2010-11-07,2.0,9.2,36,30,32,0.00
2010-11-08,1.8,9.2,33,26,29,0.10
2010-11-09,1.9,9.3,32,26,29,0.20
2010-11-10,2.1,9.5,35,28,31,0.00
2010-11-11,2.2,9.5,35,28,31,0.20
2010-11-12,2.3,9.7,33,24,29,0.00
2010-11-13,2.1,9.7,44,31,37,0.30
2010-11-14,2.2,10.0,46,37,42,0.20
2010-11-15,1.8,10.2,42,32,39,0.40
2010-11-16,1.4,10.6,34,28,32,0.00
2010-11-17,1.5,10.6,32,24,29,1.00
2010-11-18,2.7,11.6,28,21,25,0.20
2010-11-19,3.0,11.8,29,22,25,0.30
2010-11-20,3.1,12.1,24,15,20,0.10
2010-11-21,3.0,12.2,24,11,18,0.10
2010-11-22,3.2,12.3,18,1,9,0.90
2010-11-23,4.4,13.2,6,-2,1,0.20
2010-11-24,4.5,13.4,24,4,18,0.10
2010-11-25,4.7,13.5,32,23,29,0.20
2010-11-26,4.7,13.7,31,24,28,0.70
2010-11-27,5.6,14.4,28,17,23,0.10
2010-11-28,5.7,14.5,26,16,20,0.00
2010-11-29,5.6,14.5,32,20,28,0.10
2010-11-30,5.6,14.6,34,27,32,2.10
2010-12-01,7.4,16.7,27,22,25,0.00
2010-12-02,7.4,16.7,29,20,25,0.00
2010-12-03,7.5,16.7,29,20,24,0.00
2010-12-04,7.5,16.7,31,19,23,0.00
2010-12-05,7.5,16.7,36,31,33,0.10
2010-12-06,7.5,16.8,38,33,35,0.00
2010-12-07,7.5,16.8,37,34,35,0.90
2010-12-08,8.0,17.7,34,30,32,1.10
2010-12-09,9.8,18.8,32,28,30,0.40
2010-12-10,11.6,19.2,30,24,27,0.00
2010-12-11,11.7,19.2,39,24,31,3.00
2010-12-12,12.2,22.2,40,35,38,1.90
2010-12-13,11.4,24.1,35,30,33,0.20
2010-12-14,11.8,24.3,33,23,25,1.00
2010-12-15,13.6,25.3,27,23,24,0.10
2010-12-16,13.8,25.4,30,22,26,0.50
2010-12-17,13.8,25.9,29,21,24,0.00
2010-12-18,13.8,25.9,29,23,26,0.40
2010-12-19,14.4,26.3,27,21,24,0.10
2010-12-20,14.6,26.4,29,24,26,0.00
2010-12-21,14.7,26.4,32,28,30,0.40
2010-12-22,14.9,26.8,30,24,28,0.40
2010-12-23,15.3,27.2,34,28,31,0.60
2010-12-24,17.3,27.8,34,33,33,1.80
2010-12-25,18.0,29.6,34,29,33,0.70
2010-12-26,18.4,30.3,29,23,26,0.70
2010-12-27,19.9,31.0,34,23,27,0.40
2010-12-28,20.8,31.4,34,20,25,0.00
2010-12-29,20.8,31.4,20,12,17,0.00
2010-12-30,20.8,31.4,14,6,11,0.00
2010-12-31,20.8,31.4,25,8,17,0.00
2011-01-01,20.8,31.4,30,19,23,0.00
2011-01-02,20.8,31.4,30,21,24,0.00
2011-01-03,20.7,31.4,33,24,28,0.10
2011-01-04,20.7,31.5,32,27,29,0.20
2011-01-05,20.8,31.7,35,30,33,0.90
2011-01-06,21.0,32.6,37,34,35,0.20
2011-01-07,21.0,32.8,35,22,30,0.30
2011-01-08,21.4,33.1,28,20,23,0.00
2011-01-09,21.4,33.1,21,10,17,0.20
2011-01-10,21.5,33.3,24,10,18,0.00
2011-01-11,21.5,33.3,29,15,22,0.40
2011-01-12,22.6,33.7,34,29,32,1.70
2011-01-13,24.4,35.4,36,33,35,0.90
2011-01-14,24.9,36.3,39,33,36,0.50
2011-01-15,25.0,36.8,44,33,38,0.40
2011-01-16,25.1,37.2,44,35,38,1.20
2011-01-17,24.4,38.4,35,24,31,0.00
2011-01-18,24.4,38.4,28,19,24,0.20
2011-01-19,24.6,38.6,31,19,25,0.00
2011-01-20,24.5,38.6,38,24,33,0.40
2011-01-21,24.5,39.0,38,27,35,0.40
2011-01-22,24.9,39.4,39,28,34,0.00
2011-01-23,24.4,39.4,41,33,37,0.30
2011-01-24,24.8,39.7,39,33,36,0.30
2011-01-25,24.9,40.0,42,33,36,0.00
2011-01-26,25.0,40.0,47,37,42,0.00
2011-01-27,24.9,40.0,48,39,43,0.00
2011-01-28,25.2,40.0,42,33,35,0.20
2011-01-29,25.2,40.2,34,31,33,0.10
2011-01-30,25.3,40.3,32,25,29,0.00
2011-01-31,25.4,40.3,33,22,27,0.00
2011-02-01,25.5,40.3,38,21,29,0.00
2011-02-02,25.6,40.3,44,33,37,0.00
2011-02-03,25.1,40.3,41,37,39,0.40
2011-02-04,25.8,40.7,41,31,35,0.40
2011-02-05,25.6,41.1,36,29,33,0.00
2011-02-06,25.4,41.1,38,30,35,0.30
2011-02-07,25.5,41.4,30,24,27,0.10
2011-02-08,25.7,41.5,27,18,23,0.20
2011-02-09,26.0,41.7,34,17,24,0.00
2011-02-10,25.7,41.7,38,24,31,0.00
2011-02-11,25.8,41.7,40,31,35,0.00
2011-02-12,25.9,41.7,35,26,31,1.00
2011-02-13,27.5,42.7,34,24,29,0.60
2011-02-14,28.0,43.3,33,24,30,0.90
2011-02-15,30.7,44.2,28,22,25,1.50
2011-02-16,31.9,45.7,27,21,23,1.30
2011-02-17,32.5,47.0,24,13,20,0.00
2011-02-18,32.6,47.0,31,17,22,0.00
2011-02-19,32.7,47.0,24,11,17,0.40
2011-02-20,32.9,47.4,27,8,17,0.00
2011-02-21,32.8,47.4,28,14,22,0.00
2011-02-22,33.0,47.4,24,15,19,0.20
2011-02-23,33.4,47.6,24,9,17,0.60
2011-02-24,33.9,48.2,18,6,11,0.20
2011-02-25,34.1,48.4,16,-1,5,0.00
2011-02-26,34.2,48.4,24,6,18,0.00
2011-02-27,34.3,48.4,26,23,24,0.90
2011-02-28,35.9,49.3,24,18,21,1.00
2011-03-01,37.1,50.3,32,17,26,0.30
2011-03-02,37.6,50.6,32,21,26,1.40
2011-03-03,39.3,52.0,28,13,22,1.20
2011-03-04,40.1,53.2,33,13,26,0.00
2011-03-05,41.0,53.2,33,17,25,0.90
2011-03-06,41.0,54.1,32,15,22,0.00
2011-03-07,40.9,54.1,30,17,23,0.00
2011-03-08,40.8,54.1,36,25,29,0.10
2011-03-09,40.9,54.2,34,28,32,2.60
2011-03-10,43.5,56.8,33,23,29,1.60
2011-03-11,45.1,58.4,31,23,28,0.80
2011-03-12,45.9,59.2,34,26,29,1.00
2011-03-13,46.9,60.2,35,26,32,1.80
2011-03-14,48.7,62.0,33,28,30,1.20
2011-03-15,50.9,63.2,32,27,30,2.80
2011-03-16,53.7,66.0,32,22,27,1.00
2011-03-17,54.7,67.0,32,20,26,0.10
2011-03-18,54.8,67.1,33,25,28,0.10
2011-03-19,54.9,67.2,35,23,27,0.10
2011-03-20,55.0,67.3,32,23,28,0.10
2011-03-21,55.1,67.4,36,24,29,0.40
2011-03-22,55.4,67.8,34,22,26,0.10
2011-03-23,55.5,67.9,41,24,30,0.00
2011-03-24,55.6,67.9,40,28,32,0.10
2011-03-25,55.9,68.0,37,25,30,0.50
2011-03-26,56.4,68.5,40,24,30,0.00
2011-03-27,56.6,68.5,37,25,29,0.30
2011-03-28,56.5,68.8,35,24,29,0.00
2011-03-29,56.7,68.8,36,29,32,0.10
2011-03-30,56.8,68.9,38,35,36,0.30
2011-03-31,56.8,69.2,41,31,36,0.40
2011-04-01,56.6,69.6,35,28,32,0.80
2011-04-02,57.4,70.4,33,22,27,0.00
2011-04-03,57.5,70.4,31,19,26,0.00
2011-04-04,57.5,70.4,34,25,30,0.70
2011-04-05,58.5,71.1,33,22,27,0.40
2011-04-06,59.1,71.5,34,15,24,0.30
2011-04-07,59.3,71.8,34,15,24,0.00
2011-04-08,59.2,71.8,41,18,29,0.00
2011-04-09,59.3,71.8,40,26,32,0.00
2011-04-10,59.4,71.8,36,28,32,0.70
2011-04-11,60.7,72.5,33,18,26,0.60
2011-04-12,60.9,73.1,36,17,26,0.00
2011-04-13,61.1,73.1,35,23,27,0.30
2011-04-14,61.4,73.4,30,16,24,1.10
2011-04-15,62.7,74.5,37,15,29,0.00
2011-04-16,62.9,74.5,37,18,30,0.10
2011-04-17,63.0,74.6,35,15,24,0.10
2011-04-18,63.0,74.7,36,15,25,0.00
2011-04-19,63.0,74.7,37,16,24,0.30
2011-04-20,63.2,75.0,34,18,25,0.00
2011-04-21,63.3,75.0,37,19,27,0.00
2011-04-22,63.3,75.0,39,18,28,0.00
2011-04-23,63.5,75.0,47,23,35,0.00
2011-04-24,63.4,75.0,40,30,34,0.00
2011-04-25,63.5,75.0,37,26,31,0.30
2011-04-26,63.9,75.3,40,22,31,0.00
2011-04-27,64.0,75.3,31,23,27,1.00
2011-04-28,65.2,76.3,34,19,27,0.70
2011-04-29,65.9,77.0,42,18,29,0.00
2011-04-30,65.9,77.0,40,18,29,0.00
2011-05-01,65.9,77.0,49,23,36,0.00
2011-05-02,65.7,77.0,40,28,33,0.30
2011-05-03,65.9,77.3,42,27,33,0.00
2011-05-04,65.9,77.3,50,26,38,0.00
2011-05-05,65.7,77.3,43,32,36,0.10
2011-05-06,65.5,77.4,38,31,34,0.00
2011-05-07,65.5,77.4,40,29,33,0.20
2011-05-08,65.6,77.6,40,26,32,0.10
