#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 943: Dungeness, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Dungeness (943) 
# Washington  SNOTEL Site - 4010 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 23, 2021 8:14:30 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2009-08-12,0.0,31.2,55,47,51,0.20
2009-08-13,0.0,31.4,49,44,46,0.60
2009-08-14,0.0,32.0,56,43,47,0.00
2009-08-15,0.0,32.0,56,43,48,0.00
2009-08-16,0.0,32.0,66,44,53,0.00
2009-08-17,0.0,32.0,73,52,60,0.00
2009-08-18,0.0,32.0,77,56,63,0.00
2009-08-19,0.0,32.0,81,58,67,0.00
2009-08-20,0.0,32.0,78,52,67,0.00
2009-08-21,0.0,32.0,58,46,51,0.00
2009-08-22,0.0,32.0,59,43,49,0.00
2009-08-23,0.0,32.0,56,42,47,0.00
2009-08-24,0.0,32.0,66,43,52,0.00
2009-08-25,0.0,32.0,57,43,49,0.00
2009-08-26,0.0,32.0,65,41,53,0.00
2009-08-27,0.0,32.0,79,58,66,0.00
2009-08-28,0.0,32.0,71,52,60,0.00
2009-08-29,0.0,32.0,67,52,56,0.00
2009-08-30,0.0,32.0,71,53,60,0.00
2009-08-31,0.0,32.0,71,54,60,0.00
2009-09-01,0.0,32.0,64,52,56,0.00
2009-09-02,0.0,32.0,68,52,58,0.00
2009-09-03,0.0,32.0,58,43,49,0.00
2009-09-04,0.0,32.0,65,46,54,0.00
2009-09-05,0.0,32.0,58,46,52,0.10
2009-09-06,0.0,32.1,50,40,44,0.90
2009-09-07,0.0,33.0,50,41,44,0.00
2009-09-08,0.0,33.0,56,38,46,0.00
2009-09-09,0.0,33.0,63,45,52,0.00
2009-09-10,0.0,33.0,64,44,53,0.00
2009-09-11,0.0,33.0,75,57,64,0.00
2009-09-12,0.0,33.0,76,62,66,0.00
2009-09-13,0.0,33.0,76,57,64,0.00
2009-09-14,0.0,33.0,60,48,53,0.00
2009-09-15,0.0,33.0,66,48,57,0.00
2009-09-16,0.0,33.0,64,45,55,0.10
2009-09-17,0.0,33.1,61,43,50,0.00
2009-09-18,0.0,33.1,75,51,60,0.00
2009-09-19,0.0,33.1,58,38,47,0.00
2009-09-20,0.0,33.1,55,38,44,0.00
2009-09-21,0.0,33.1,71,47,59,0.00
2009-09-22,0.0,33.1,84,64,70,0.00
2009-09-23,0.0,33.1,78,54,66,0.20
2009-09-24,0.0,33.3,62,46,52,0.00
2009-09-25,0.0,33.3,69,46,55,0.00
2009-09-26,0.0,33.3,60,42,49,0.00
2009-09-27,0.0,33.3,60,41,50,0.00
2009-09-28,0.0,33.3,56,36,46,0.30
2009-09-29,0.0,33.6,44,33,37,0.00
2009-09-30,0.0,33.6,43,32,38,0.00
2009-10-01,0.0,0.0,51,39,43,0.00
2009-10-02,0.0,0.0,43,34,38,0.00
2009-10-03,0.0,0.0,40,35,36,0.00
2009-10-04,0.0,0.0,50,37,41,0.10
2009-10-05,0.0,0.1,55,38,43,0.00
2009-10-06,0.0,0.1,60,41,47,0.00
2009-10-07,0.0,0.1,56,37,44,0.00
2009-10-08,0.0,0.1,55,40,45,0.00
2009-10-09,0.0,0.1,51,38,42,0.00
2009-10-10,0.0,0.1,44,33,39,0.00
2009-10-11,0.0,0.1,46,32,36,0.00
2009-10-12,0.0,0.1,39,33,36,0.00
2009-10-13,0.0,0.1,42,35,39,1.10
2009-10-14,0.0,1.2,46,39,42,1.80
2009-10-15,0.0,3.0,52,39,45,0.00
2009-10-16,0.0,3.0,60,48,52,1.00
2009-10-17,0.0,4.0,54,42,48,1.70
2009-10-18,0.0,5.7,48,40,43,0.00
2009-10-19,0.0,5.7,49,37,41,0.10
2009-10-20,0.0,5.8,51,36,43,0.00
2009-10-21,0.0,5.8,51,36,43,0.00
2009-10-22,0.0,5.8,45,36,40,0.10
2009-10-23,0.0,5.9,53,35,45,0.20
2009-10-24,0.0,6.1,44,34,36,0.00
2009-10-25,0.0,6.1,49,33,42,0.10
2009-10-26,0.0,6.2,45,34,39,0.60
2009-10-27,0.0,6.8,38,31,34,0.00
2009-10-28,0.0,6.8,37,31,33,0.10
2009-10-29,0.0,6.9,53,34,44,0.00
2009-10-30,0.0,6.9,52,45,48,0.40
2009-10-31,0.0,7.3,46,33,39,0.00
2009-11-01,0.0,7.3,43,32,36,0.00
2009-11-02,0.0,7.3,51,33,40,0.00
2009-11-03,0.0,7.3,50,32,39,0.00
2009-11-04,0.0,7.3,58,48,52,0.00
2009-11-05,0.0,7.3,52,34,42,2.50
2009-11-06,0.0,9.8,38,32,34,0.70
2009-11-07,0.2,10.5,40,30,33,0.30
2009-11-08,0.3,10.8,41,30,35,0.10
2009-11-09,0.5,10.9,39,32,36,1.40
2009-11-10,0.5,12.3,37,30,33,0.10
2009-11-11,0.7,12.4,41,28,31,0.00
2009-11-12,0.6,12.4,38,28,31,0.00
2009-11-13,0.6,12.4,36,23,30,0.00
2009-11-14,0.7,12.4,40,21,29,0.10
2009-11-15,1.0,12.5,48,36,41,0.10
2009-11-16,0.9,12.6,45,35,40,4.20
2009-11-17,0.5,16.8,39,26,32,0.50
2009-11-18,0.5,17.3,37,26,31,0.40
2009-11-19,1.1,17.7,42,34,37,3.90
2009-11-20,1.3,21.6,40,30,35,0.40
2009-11-21,1.0,22.0,38,28,33,0.40
2009-11-22,1.5,22.4,35,30,33,0.90
2009-11-23,2.4,23.3,41,30,36,0.00
2009-11-24,2.5,23.3,49,37,42,0.00
2009-11-25,2.5,23.3,51,42,45,0.00
2009-11-26,2.3,23.3,42,32,36,0.30
2009-11-27,2.0,23.6,36,28,31,0.10
2009-11-28,1.5,23.7,42,32,37,0.00
2009-11-29,1.9,23.7,45,36,40,0.00
2009-11-30,1.9,23.7,43,32,37,0.00
2009-12-01,1.8,23.7,38,28,30,0.00
2009-12-02,2.7,23.7,47,29,36,0.00
2009-12-03,1.4,23.7,46,33,39,0.00
2009-12-04,1.6,23.7,35,24,29,0.10
2009-12-05,2.0,23.8,28,21,24,0.00
2009-12-06,2.3,23.8,22,13,19,0.00
2009-12-07,2.5,23.8,18,9,13,0.00
2009-12-08,2.5,23.8,20,9,13,0.00
2009-12-09,2.4,23.8,25,14,18,0.00
2009-12-10,2.2,23.8,26,17,20,0.20
2009-12-11,2.2,24.0,26,19,21,0.00
2009-12-12,2.2,24.0,27,20,25,0.00
2009-12-13,2.3,24.0,31,22,25,0.00
2009-12-14,2.3,24.0,39,22,29,0.20
2009-12-15,2.5,24.2,41,34,36,0.50
2009-12-16,2.4,24.7,39,34,36,1.10
2009-12-17,2.9,25.8,43,33,37,0.00
2009-12-18,2.8,25.8,47,37,41,0.00
2009-12-19,2.9,25.8,42,35,39,0.00
2009-12-20,2.9,25.8,44,38,41,0.30
2009-12-21,2.9,26.1,39,28,34,0.40
2009-12-22,2.8,26.5,31,24,26,0.20
2009-12-23,2.7,26.7,31,24,28,0.00
2009-12-24,2.7,26.7,41,30,36,0.00
2009-12-25,2.8,26.7,50,38,43,0.00
2009-12-26,2.7,26.7,46,33,39,0.00
2009-12-27,2.8,26.7,42,32,35,0.00
2009-12-28,3.5,26.7,40,32,35,0.00
2009-12-29,4.3,26.7,37,30,33,0.10
2009-12-30,4.2,26.8,39,30,33,0.00
2009-12-31,4.1,26.8,42,30,35,0.10
2010-01-01,4.1,26.9,42,35,37,0.80
2010-01-02,3.9,27.7,40,30,34,0.00
2010-01-03,3.7,27.7,39,29,34,0.00
2010-01-04,3.5,27.7,43,36,40,0.50
2010-01-05,3.5,28.2,44,37,40,0.00
2010-01-06,3.3,28.2,43,35,39,0.00
2010-01-07,3.2,28.2,52,39,46,0.00
2010-01-08,3.0,28.2,47,38,43,0.50
2010-01-09,2.6,28.7,49,37,41,0.00
2010-01-10,2.3,28.7,48,40,44,0.20
2010-01-11,2.1,28.9,46,40,43,2.90
2010-01-12,1.3,31.8,41,37,39,0.70
2010-01-13,0.9,32.5,40,35,38,0.60
2010-01-14,0.8,33.1,41,34,37,0.50
2010-01-15,0.7,33.6,41,29,36,1.70
2010-01-16,0.0,35.3,39,28,33,0.30
2010-01-17,0.7,35.6,42,35,37,1.10
2010-01-18,1.4,36.7,38,33,35,1.70
2010-01-19,2.9,38.4,37,35,36,1.70
2010-01-20,3.9,40.1,37,34,35,0.40
2010-01-21,4.1,40.5,36,32,34,0.40
2010-01-22,4.3,40.9,38,31,33,0.00
2010-01-23,4.2,40.9,42,29,33,0.00
2010-01-24,4.2,40.9,37,29,34,0.20
2010-01-25,4.5,41.1,40,32,34,0.10
2010-01-26,4.5,41.2,42,30,33,0.00
2010-01-27,4.6,41.2,39,27,33,0.00
2010-01-28,4.5,41.2,43,34,37,0.00
2010-01-29,4.5,41.2,46,37,40,0.00
2010-01-30,4.4,41.2,39,34,36,0.20
2010-01-31,4.4,41.4,44,32,35,0.20
2010-02-01,4.5,41.6,39,31,35,0.00
2010-02-02,4.4,41.6,42,33,36,0.00
2010-02-03,4.4,41.6,38,33,36,0.00
2010-02-04,4.6,41.6,41,33,36,0.20
2010-02-05,4.9,41.8,42,34,37,0.00
2010-02-06,5.0,41.8,46,35,38,0.00
2010-02-07,4.9,41.8,40,33,36,0.50
2010-02-08,5.1,42.3,43,29,33,0.00
2010-02-09,5.3,42.3,43,30,33,0.00
2010-02-10,5.3,42.3,38,29,34,0.00
2010-02-11,5.8,42.3,46,35,38,0.90
2010-02-12,5.6,43.2,37,33,35,0.60
2010-02-13,5.9,43.8,42,33,37,0.80
2010-02-14,6.1,44.6,42,32,37,0.50
2010-02-15,5.7,45.1,44,30,36,0.00
2010-02-16,5.7,45.1,44,30,36,0.40
2010-02-17,5.6,45.5,47,28,33,0.00
2010-02-18,5.8,45.5,47,34,37,0.00
2010-02-19,5.8,45.5,50,34,37,0.00
2010-02-20,5.7,45.5,47,33,36,0.00
2010-02-21,6.0,45.5,45,31,36,0.00
2010-02-22,7.3,45.5,52,33,38,0.00
2010-02-23,8.0,45.5,44,35,38,0.00
2010-02-24,6.6,45.5,45,32,36,0.00
2010-02-25,5.8,45.5,47,32,37,0.00
2010-02-26,5.3,45.5,42,35,38,1.10
2010-02-27,5.6,46.6,45,35,38,0.10
2010-02-28,5.4,46.7,47,33,38,0.00
2010-03-01,5.2,46.7,51,38,44,0.10
2010-03-02,5.1,46.8,45,35,39,0.20
2010-03-03,5.0,47.0,44,32,36,0.00
2010-03-04,5.1,47.0,43,30,34,0.10
2010-03-05,4.7,47.1,46,32,36,0.00
2010-03-06,4.7,47.1,51,34,39,0.00
2010-03-07,4.6,47.1,46,30,37,0.00
2010-03-08,4.3,47.1,30,23,26,0.10
2010-03-09,4.3,47.2,33,20,27,0.10
2010-03-10,6.5,47.3,40,25,31,0.00
2010-03-11,6.9,47.3,38,32,34,0.20
2010-03-12,6.3,47.5,37,26,31,0.80
2010-03-13,5.5,48.3,47,25,30,0.00
2010-03-14,5.0,48.3,42,28,35,0.00
2010-03-15,5.2,48.3,54,37,43,0.00
2010-03-16,5.2,48.3,48,32,40,0.40
2010-03-17,5.1,48.7,42,27,31,0.00
2010-03-18,5.2,48.7,45,25,32,0.00
2010-03-19,5.1,48.7,52,31,40,0.00
2010-03-20,5.3,48.7,57,39,47,0.00
2010-03-21,4.9,48.7,47,33,39,0.00
2010-03-22,4.5,48.7,43,29,34,0.00
2010-03-23,4.6,48.7,45,31,37,0.00
2010-03-24,3.9,48.7,54,38,45,0.00
2010-03-25,3.5,48.7,43,34,38,0.20
2010-03-26,3.7,48.9,39,30,34,0.00
2010-03-27,3.6,48.9,50,31,40,0.00
2010-03-28,3.2,48.9,44,34,37,0.40
2010-03-29,3.4,49.3,40,27,33,1.30
2010-03-30,4.5,50.6,45,26,31,0.10
2010-03-31,4.7,50.7,36,25,29,0.40
2010-04-01,4.8,51.1,44,25,32,0.00
2010-04-02,4.8,51.1,36,29,31,1.80
2010-04-03,6.7,52.9,42,23,30,0.20
2010-04-04,6.7,53.1,35,29,31,1.10
2010-04-05,7.8,54.2,37,26,31,0.20
2010-04-06,7.9,54.4,40,27,33,0.00
2010-04-07,7.9,54.4,45,31,36,0.00
2010-04-08,7.9,54.4,40,26,30,0.30
2010-04-09,8.0,54.7,38,22,28,0.00
2010-04-10,8.1,54.7,43,21,31,0.00
2010-04-11,8.1,54.7,47,33,38,0.10
2010-04-12,8.0,54.8,45,35,38,0.00
2010-04-13,7.9,54.8,44,34,37,0.60
2010-04-14,7.9,55.4,48,31,37,0.00
2010-04-15,8.0,55.4,48,37,40,0.00
2010-04-16,7.9,55.4,58,37,44,0.00
2010-04-17,7.6,55.4,51,37,42,0.00
2010-04-18,7.3,55.4,56,36,45,0.00
2010-04-19,6.9,55.4,58,41,49,0.30
2010-04-20,6.3,55.7,45,39,41,0.20
2010-04-21,5.8,55.9,43,34,38,0.10
2010-04-22,5.6,56.0,49,31,38,0.00
2010-04-23,5.3,56.0,53,30,38,0.00
2010-04-24,5.0,56.0,45,30,36,0.00
2010-04-25,4.6,56.0,48,31,39,0.00
2010-04-26,4.4,56.0,49,38,42,2.30
2010-04-27,4.2,58.3,49,31,39,0.20
2010-04-28,3.4,58.5,41,30,35,0.30
2010-04-29,3.2,58.8,44,29,35,0.00
2010-04-30,2.9,58.8,44,32,36,0.20
2010-05-01,2.9,59.0,48,33,37,0.00
2010-05-02,2.5,59.0,41,32,36,0.20
2010-05-03,2.5,59.2,43,29,36,0.00
2010-05-04,1.9,59.2,37,26,30,0.60
2010-05-05,2.4,59.8,40,25,32,0.00
2010-05-06,2.4,59.8,44,30,35,0.10
2010-05-07,2.6,59.9,48,31,37,0.00
2010-05-08,2.7,59.9,51,32,39,0.00
2010-05-09,2.0,59.9,51,33,41,0.00
2010-05-10,1.8,59.9,47,34,39,0.50
2010-05-11,1.7,60.4,57,37,44,0.00
2010-05-12,0.9,60.4,53,38,43,0.00
2010-05-13,0.8,60.4,59,37,45,0.00
2010-05-14,0.4,60.4,57,41,47,0.00
2010-05-15,0.3,60.4,58,41,48,0.00
2010-05-16,0.3,60.4,61,44,50,0.00
2010-05-17,0.2,60.4,56,45,49,0.00
2010-05-18,0.2,60.4,57,38,46,0.10
2010-05-19,0.1,60.5,51,34,41,1.10
2010-05-20,0.2,61.6,45,32,36,0.10
2010-05-21,0.1,61.7,39,32,35,0.50
2010-05-22,0.4,62.2,47,31,37,0.00
2010-05-23,0.2,62.2,42,34,37,0.40
2010-05-24,0.0,62.6,49,33,40,0.00
2010-05-25,0.0,62.6,47,39,42,0.40
2010-05-26,0.0,63.0,47,41,43,0.90
2010-05-27,0.0,63.9,46,39,43,0.10
2010-05-28,0.0,64.0,45,41,42,0.40
2010-05-29,0.0,64.4,45,37,41,0.00
2010-05-30,0.0,64.4,51,36,44,0.00
2010-05-31,0.0,64.4,57,43,47,0.40
2010-06-01,0.0,64.8,50,39,44,0.00
2010-06-02,0.0,64.8,62,38,48,0.00
2010-06-03,0.0,64.8,48,33,40,0.20
2010-06-04,0.0,65.0,46,36,41,0.20
2010-06-05,0.0,65.2,53,36,44,0.00
2010-06-06,0.0,65.2,51,44,47,0.00
2010-06-07,0.0,65.2,50,40,45,0.30
2010-06-08,0.0,65.5,56,38,46,0.00
2010-06-09,0.0,65.5,52,40,44,0.40
2010-06-10,0.0,65.9,52,38,43,0.30
2010-06-11,0.0,66.2,54,42,46,0.00
2010-06-12,0.0,66.2,66,41,51,0.00
2010-06-13,0.0,66.2,56,41,49,0.00
2010-06-14,0.0,66.2,53,36,42,0.00
2010-06-15,0.0,66.2,49,36,40,0.00
2010-06-16,0.0,66.2,57,41,47,0.00
2010-06-17,0.0,66.2,45,38,42,0.00
2010-06-18,0.0,66.2,59,37,47,0.00
2010-06-19,0.0,66.2,57,45,50,0.00
2010-06-20,0.0,66.2,58,46,50,0.00
2010-06-21,0.0,66.2,58,42,47,0.00
2010-06-22,0.0,66.2,63,42,51,0.00
2010-06-23,0.0,66.2,65,48,55,0.00
2010-06-24,0.0,66.2,62,47,53,0.00
2010-06-25,0.0,66.2,63,46,53,0.00
2010-06-26,0.0,66.2,61,45,52,0.00
2010-06-27,0.0,66.2,57,47,51,0.00
2010-06-28,0.0,66.2,59,41,51,0.10
2010-06-29,0.0,66.3,44,36,41,0.00
2010-06-30,0.0,66.3,46,41,43,0.10
2010-07-01,0.1,66.4,46,41,43,0.10
2010-07-02,0.0,66.5,49,41,44,0.00
2010-07-03,0.0,66.5,54,40,45,0.00
2010-07-04,0.0,66.5,54,42,46,0.00
2010-07-05,0.0,66.5,54,41,44,0.00
2010-07-06,0.0,66.5,70,43,55,0.00
2010-07-07,0.0,66.5,75,53,63,0.00
2010-07-08,0.0,66.5,81,59,67,0.00
2010-07-09,0.0,66.5,79,58,67,0.00
2010-07-10,0.0,66.5,73,56,62,0.00
2010-07-11,0.0,66.5,75,52,61,0.00
2010-07-12,0.0,66.5,54,40,47,0.00
2010-07-13,0.0,66.5,60,40,48,0.00
2010-07-14,0.0,66.5,69,46,55,0.00
2010-07-15,0.0,66.5,71,51,58,0.00
2010-07-16,0.0,66.5,66,47,54,0.00
2010-07-17,0.0,66.5,67,48,55,0.00
2010-07-18,0.0,66.5,67,47,54,0.00
2010-07-19,0.0,66.5,69,48,56,0.00
2010-07-20,0.0,66.5,71,51,58,0.00
2010-07-21,0.0,66.5,75,53,62,0.00
2010-07-22,0.0,66.5,65,47,56,0.00
2010-07-23,0.0,66.5,71,46,56,0.00
2010-07-24,0.0,66.5,78,53,62,0.00
2010-07-25,0.0,66.5,77,54,62,0.00
2010-07-26,0.0,66.5,77,55,63,0.00
2010-07-27,0.0,66.5,75,56,63,0.00
2010-07-28,0.0,66.5,75,56,62,0.00
2010-07-29,0.0,66.5,72,52,59,0.00
2010-07-30,0.0,66.5,72,51,59,0.00
2010-07-31,0.0,66.5,69,51,58,0.00
2010-08-01,0.0,66.5,65,52,57,0.00
2010-08-02,0.0,66.5,70,51,57,0.00
2010-08-03,0.0,66.5,66,52,57,0.00
2010-08-04,0.0,66.5,75,52,62,0.00
2010-08-05,0.0,66.5,75,58,63,0.00
2010-08-06,0.0,66.5,73,54,61,0.00
2010-08-07,0.0,66.5,57,51,54,0.20
2010-08-08,0.0,66.7,57,48,53,0.00
2010-08-09,0.0,66.7,57,46,51,0.00
2010-08-10,0.0,66.7,63,45,51,0.00
2010-08-11,0.0,66.7,71,54,61,0.00
2010-08-12,0.0,66.7,69,52,57,0.00
2010-08-13,0.0,66.7,73,52,60,0.00
2010-08-14,0.0,66.7,78,59,66,0.00
2010-08-15,0.0,66.7,82,61,68,0.00
2010-08-16,0.0,66.7,82,61,68,0.00
2010-08-17,0.0,66.7,81,60,67,0.00
2010-08-18,0.0,66.7,71,53,60,0.10
2010-08-19,0.0,66.8,58,44,50,0.10
2010-08-20,0.0,66.9,59,41,48,0.00
2010-08-21,0.0,66.9,59,43,48,0.30
2010-08-22,0.0,67.2,54,42,46,0.00
2010-08-23,0.0,67.2,63,40,49,0.00
2010-08-24,0.0,67.2,76,50,61,0.00
2010-08-25,0.0,67.2,75,56,62,0.00
2010-08-26,0.0,67.2,57,42,49,0.10
2010-08-27,0.0,67.3,50,40,44,0.00
2010-08-28,0.0,67.3,59,40,47,0.00
2010-08-29,0.0,67.3,52,40,45,0.50
2010-08-30,0.0,67.8,55,38,45,0.00
2010-08-31,0.0,67.8,59,44,49,0.00
2010-09-01,0.0,67.8,55,43,47,0.00
2010-09-02,0.0,67.8,67,44,55,0.00
2010-09-03,0.0,67.8,72,52,59,0.00
2010-09-04,0.0,67.8,55,40,46,0.00
2010-09-05,0.0,67.8,54,40,45,0.10
2010-09-06,0.0,67.9,53,42,47,0.10
2010-09-07,0.0,68.0,48,43,45,0.50
2010-09-08,0.0,68.5,57,42,47,0.00
2010-09-09,0.0,68.5,57,42,46,0.00
2010-09-10,0.0,68.5,48,42,44,0.10
2010-09-11,0.0,68.6,51,39,45,0.00
2010-09-12,0.0,68.6,59,47,51,0.00
2010-09-13,0.0,68.6,56,46,50,0.00
2010-09-14,0.0,68.6,63,47,52,0.00
2010-09-15,0.0,68.6,60,47,52,0.00
2010-09-16,0.0,68.6,56,46,50,0.00
2010-09-17,0.0,68.6,59,49,52,0.20
2010-09-18,0.0,68.8,60,48,52,0.30
2010-09-19,0.0,69.1,57,45,49,0.20
2010-09-20,0.0,69.3,56,39,46,0.10
2010-09-21,0.0,69.4,51,38,42,0.00
2010-09-22,0.0,69.4,54,38,44,0.00
2010-09-23,0.0,69.4,49,38,44,0.00
2010-09-24,0.0,69.4,60,42,51,0.00
2010-09-25,0.0,69.4,69,51,57,0.00
2010-09-26,0.0,69.4,59,48,52,0.00
2010-09-27,0.0,69.4,67,47,57,0.00
2010-09-28,0.0,69.4,59,43,50,0.10
2010-09-29,0.0,69.5,60,39,47,0.00
2010-09-30,0.0,69.5,67,49,56,0.00
2010-10-01,0.0,0.0,68,47,57,0.20
2010-10-02,0.0,0.2,60,45,51,0.00
2010-10-03,0.0,0.2,49,43,45,0.10
2010-10-04,0.0,0.3,47,37,41,0.10
2010-10-05,0.0,0.4,56,36,44,0.00
2010-10-06,0.0,0.4,66,48,54,0.00
2010-10-07,0.0,0.4,55,44,50,0.00
2010-10-08,0.0,0.4,57,44,48,0.00
2010-10-09,0.0,0.4,54,47,50,0.30
2010-10-10,0.0,0.7,53,36,44,0.50
2010-10-11,0.0,1.2,49,33,40,0.00
2010-10-12,0.0,1.2,54,40,45,0.00
2010-10-13,0.0,1.2,69,46,53,0.00
2010-10-14,0.0,1.2,51,34,44,0.00
2010-10-15,0.0,1.2,45,31,35,0.00
2010-10-16,0.0,1.2,47,33,37,0.00
2010-10-17,0.0,1.2,49,34,40,0.00
2010-10-18,0.0,1.2,52,41,45,0.00
2010-10-19,0.0,1.2,56,43,48,0.00
2010-10-20,0.1,1.2,65,49,52,0.00
2010-10-21,0.1,1.2,56,44,48,0.00
2010-10-22,0.1,1.2,50,39,43,0.00
2010-10-23,0.0,1.2,43,37,40,1.90
2010-10-24,0.0,3.1,40,35,37,1.00
2010-10-25,0.0,4.1,42,34,37,0.20
2010-10-26,0.0,4.3,41,34,37,0.00
2010-10-27,0.0,4.3,43,34,38,0.00
2010-10-28,0.0,4.3,45,36,40,0.30
2010-10-29,0.0,4.6,47,36,39,0.00
2010-10-30,0.0,4.6,50,37,42,0.20
2010-10-31,0.0,4.8,43,33,37,0.00
2010-11-01,0.0,4.8,45,37,43,1.80
2010-11-02,0.0,6.6,50,35,42,0.00
2010-11-03,0.0,6.6,61,47,54,0.00
2010-11-04,0.0,6.6,65,45,52,0.00
2010-11-05,0.0,6.6,45,37,41,0.00
2010-11-06,0.0,6.6,51,38,41,0.40
2010-11-07,0.0,7.0,41,33,36,0.10
2010-11-08,0.0,7.1,38,29,32,0.10
2010-11-09,0.0,7.2,36,30,33,0.20
2010-11-10,0.0,7.4,40,31,34,0.10
2010-11-11,0.5,7.5,41,31,35,0.00
2010-11-12,0.5,7.5,42,28,33,0.00
2010-11-13,0.5,7.5,44,34,40,0.00
2010-11-14,0.2,7.5,51,39,45,0.20
2010-11-15,0.1,7.7,52,39,44,0.00
2010-11-16,0.1,7.7,44,34,38,0.10
2010-11-17,0.1,7.8,40,27,34,0.40
2010-11-18,0.1,8.2,38,26,30,0.00
2010-11-19,0.8,8.2,33,26,29,0.70
2010-11-20,1.2,8.9,29,19,25,0.20
2010-11-21,1.2,9.1,26,16,21,0.10
2010-11-22,0.9,9.2,19,6,13,0.70
2010-11-23,1.5,9.9,17,4,7,0.00
2010-11-24,1.6,9.9,27,8,19,0.30
2010-11-25,2.0,10.2,37,26,33,0.00
2010-11-26,2.1,10.2,37,28,33,0.10
2010-11-27,2.2,10.3,34,23,27,0.00
2010-11-28,2.2,10.3,31,22,25,0.00
2010-11-29,2.2,10.3,36,23,31,0.20
2010-11-30,2.5,10.5,41,33,37,0.80
2010-12-01,2.6,11.3,34,27,31,0.00
2010-12-02,2.5,11.3,35,26,29,0.00
2010-12-03,2.5,11.3,36,24,27,0.00
2010-12-04,2.7,11.3,38,25,29,0.00
2010-12-05,3.2,11.3,43,36,39,0.00
2010-12-06,2.8,11.3,45,38,41,0.00
2010-12-07,2.5,11.3,43,37,40,1.70
2010-12-08,2.6,13.0,38,34,35,1.20
2010-12-09,3.0,14.2,38,31,34,0.50
2010-12-10,3.2,14.7,37,29,31,0.00
2010-12-11,3.1,14.7,44,30,35,1.30
2010-12-12,3.4,16.0,44,38,41,2.40
2010-12-13,3.0,18.4,41,34,37,0.30
2010-12-14,3.0,18.7,36,26,29,0.60
2010-12-15,3.1,19.3,33,25,28,0.20
2010-12-16,2.6,19.5,35,24,30,0.10
2010-12-17,2.8,19.6,34,29,30,0.00
2010-12-18,2.9,19.6,34,26,29,0.80
2010-12-19,4.2,20.4,33,25,28,0.30
2010-12-20,3.9,20.7,34,29,31,0.60
2010-12-21,4.7,21.3,34,31,33,0.60
2010-12-22,5.9,21.9,34,26,31,1.00
2010-12-23,6.2,22.9,38,31,35,1.10
2010-12-24,7.3,24.0,40,36,38,0.90
2010-12-25,7.7,24.9,43,34,38,0.80
2010-12-26,8.0,25.7,35,25,31,0.80
